fire_year,stat_cause_descr,fire_size,fire_size_class,latitude,longitude,owner_code,state,burn_time_hours,discovery_hour,discovery_month
2001,Miscellaneous,1.7,B,42.4412178,-73.96945315,14,NY,0,14,Apr
2015,Miscellaneous,0.01,A,38.37,-94.71,14,KS,1.1,10,Sep
1999,Campfire,0.1,A,44.65166667,-112.8836111,5,MT,5,15,Oct
2013,Railroad,9.6,B,47.26499692,-91.37959602,8,MN,3.266666667,11,May
2015,Lightning,1,B,30.5871,-81.9178,8,FL,2.466666667,11,Jun
2002,Arson,2,B,26.0602,-97.855,8,TX,0.25,17,Apr
2009,Powerline,0.5,B,40.492898,-111.481892,8,UT,0,13,Aug
1994,Campfire,100,D,59.8161,-150.5855,4,AK,894.25,11,Aug
2003,Equipment Use,0.1,A,46.0892,-100.631,2,ND,0.616666667,16,Apr
1994,Equipment Use,7.65,B,45.25397155,-89.14285283,14,WI,0.5,12,May
1995,Arson,2.65,B,32.7493,-81.9306,8,GA,0.5,14,Dec
1992,Lightning,0.1,A,35.405,-111.905,5,AZ,0.833333333,11,Aug
2010,Campfire,0.1,A,38.8861,-108.7589,1,CO,3.05,14,Jul
1997,Debris Burning,0.9,B,31.0699,-83.3568,8,GA,18.66666667,13,Jan
1998,Campfire,0.1,A,44.86055556,-118.2122222,5,OR,19,18,Aug
1994,Lightning,0.1,A,34.2634,-110.489,2,AZ,1.65,17,Jul
1993,Arson,3,B,43.2375,-100.8379,2,SD,1.45,23,Mar
2014,Debris Burning,1.7,B,43.96776,-90.20002,8,WI,0.75,14,May
2015,Lightning,0.1,A,40.243167,-123.617833,14,CA,0.016666667,4,Aug
2012,Miscellaneous,2.5,B,28.7979,-82.5289,8,FL,1.383333333,12,Mar
1993,Arson,0.38,B,30.9329,-83.5172,8,GA,0.333333333,12,Mar
2008,Campfire,0.1,A,35.71388889,-118.4386111,5,CA,0.75,14,Mar
2010,Miscellaneous,0.1,A,41.294444,-89.046389,8,IL,0,20,Oct
2009,Debris Burning,15,C,36.0137,-88.10941,8,TN,2,15,Mar
2007,Equipment Use,0.1,A,34.13388889,-111.3316667,5,AZ,1.1,20,Jun
2011,Equipment Use,1,B,47.9492,-102.1211,8,ND,2.5,13,Jul
2014,Lightning,2,B,28.8052,-81.0866,12,FL,2.5,18,Apr
2010,Missing/Undefined,2,B,35.8258,-101.4633,8,TX,2.333333333,17,May
2009,Miscellaneous,0.5,B,33.919452,-86.647989,14,AL,1.716666667,15,Aug
2011,Lightning,3,B,32.71163333,-95.36743333,13,TX,1.883333333,12,Jun
2014,Powerline,202,D,32.7717,-98.81493333,14,TX,73.93333333,16,Apr
2000,Lightning,346,E,33.83583333,-111.0008333,5,AZ,247,5,Jul
2003,Debris Burning,1,B,33.28416667,-108.8686111,5,NM,1.916666667,13,Dec
2010,Lightning,0.1,A,45.8858333,-115.3875,5,ID,8.016666667,10,Aug
2000,Debris Burning,0.4,B,32.3377,-81.2039,8,GA,0,16,Feb
2015,Lightning,1,B,30.599,-81.9124,8,FL,1.433333333,11,Jun
1993,Arson,0.05,A,32.3549,-81.2037,8,GA,1.433333333,14,May
1999,Missing/Undefined,0.2,A,46.94824,-113.53893,14,MT,4.966666667,16,Aug
2015,Lightning,5,B,66.1908,-142.3425,4,AK,848.25,12,May
1992,Campfire,0.5,B,42.26527778,-110.7330556,5,WY,41,15,Oct
2001,Arson,0.2,A,39.06388889,-86.11166667,5,IN,0.166666667,10,Nov
2004,Lightning,0.1,A,46.11333333,-114.3527778,5,MT,12.33333333,10,Jul
1996,Missing/Undefined,1,B,34.23799878,-95.49189769,14,OK,1.85,15,Dec
2000,Lightning,0.5,B,31.35833333,-91.21,6,MS,5.716666667,15,Aug
1995,Equipment Use,4.51,B,33.7956,-84.0549,8,GA,1.433333333,18,Mar
2006,Arson,10,C,34.7078,-95.2097,8,OK,3.75,12,Jul
2015,Missing/Undefined,9516,G,42.8758,-106.2856,8,WY,193.9333333,10,Oct
2015,Lightning,0.1,A,44.971683,-105.83908,7,WY,71.66666667,15,Sep
2007,Miscellaneous,5153,G,40.2436,-111.9403,1,UT,303.7,5,Jun
2002,Miscellaneous,0.73,B,44.77059624,-74.23517796,14,NY,0,12,Sep
2006,Lightning,21,C,40.7033,-107.7214,8,CO,16,20,Aug
2001,Children,0.1,A,45.5066,-107.0014,2,MT,1.016666667,17,Oct
1994,Lightning,0.1,A,45.01661,-110.46742,3,MT,5.083333333,7,Jul
2013,Miscellaneous,0.1,A,42.1461,-122.7983,8,OR,0.783333333,15,Sep
2011,Miscellaneous,0.1,A,42.47365755,-79.28240279,14,NY,0.666666667,16,Jul
2005,Arson,3.5,B,32.851623,-85.636715,14,AL,1.283333333,10,Apr
2012,Lightning,3,B,42.39383,-116.68879,1,ID,21.61666667,18,Jul
2015,Fireworks,0.2,A,47.3364,-124.285,9,WA,0.5,18,Jul
2013,Missing/Undefined,0.1,A,35.033973,-120.497823,14,CA,0.133333333,15,Jul
2011,Debris Burning,2.06,B,33.36965929,-82.4633816,8,GA,0.85,10,Feb
2008,Lightning,1.25,B,43.57305556,-122.6336111,5,OR,71,19,Aug
1996,Miscellaneous,0.3,B,35.36669,-115.81753,3,CA,3,11,Apr
2011,Debris Burning,0.16,A,32.33056837,-83.74067777,8,GA,0.433333333,15,May
2001,Arson,3,B,41.28083333,-123.5838889,5,CA,23.25,16,Sep
2011,Arson,5,B,31.3110586,-86.2168874,14,AL,1.5,12,Oct
2014,Debris Burning,29.6,C,47.12027778,-114.5075,13,MT,3.883333333,12,Oct
2010,Debris Burning,4,B,36.65733,-83.70497,14,KY,0,19,Apr
2010,Debris Burning,1,B,36.0656,-79.61733333,8,NC,1,16,Mar
2009,Miscellaneous,0.1,A,40.79060203,-73.20200902,14,NY,0,13,Sep
1996,Debris Burning,21,C,31.48752327,-90.28479711,14,MS,3.333333333,12,Feb
1992,Lightning,0.5,B,33.01666667,-108.15,5,NM,3.333333333,10,May
2001,Equipment Use,2,B,25.708227,-80.671454,3,FL,3,11,Mar
1993,Children,0.1,A,43.1494,-100.9018,2,SD,1.15,19,Aug
1996,Smoking,30,C,33.075,-116.7675,7,CA,6,14,Jun
2011,Campfire,0.1,A,35.4275,-80.075,5,NC,2,13,Sep
1996,Lightning,0.1,A,40.45,-110.1174,2,UT,2.183333333,15,Aug
2009,Miscellaneous,0.1,A,43.22973011,-77.64180512,14,NY,0,15,May
2004,Lightning,1.3,B,39.5047,-108.8754,1,CO,25.05,16,Jul
1995,Arson,3,B,31.58143132,-89.4149228,14,MS,1.4,19,Sep
2014,Lightning,2229,F,44.67278,-120.04139,8,OR,1204,11,Jul
2010,Lightning,1,B,42.6930556,-121.261944,5,OR,45.71666667,22,Jul
1992,Smoking,8,B,44.50000008,-70.90000176,14,ME,1.766666667,11,May
1994,Lightning,2,B,30.18833333,-85.04666667,5,FL,1.5,16,May
2000,Lightning,1.83,B,30.7951,-81.6014,8,GA,0,17,Aug
2002,Miscellaneous,3.4,B,48.1299,-118.4639,2,WA,22,11,Nov
1992,Lightning,0.1,A,43.905,-111.05,5,ID,2.5,17,Aug
2008,Missing/Undefined,0.2,A,33.2998,-111.0841,14,AZ,0,12,Apr
2003,Lightning,8,B,42.5788,-113.4286,8,ID,1.75,18,Jun
1992,Miscellaneous,0.1,A,33.1334,-111.8674,2,AZ,0.55,10,Jun
2006,Lightning,0.1,A,34.73222222,-112.7938889,5,AZ,0.616666667,14,Jun
2003,Miscellaneous,2,B,44.62243408,-75.41176177,14,NY,0,16,Apr
2001,Lightning,0.2,A,39.04922,-114.329,3,NV,52.5,16,Jul
2007,Equipment Use,0.1,A,42.2031,-114.8722,1,ID,1.1,14,Sep
2012,Missing/Undefined,0.1,A,45.2442,-122.2733,8,OR,0.333333333,10,Aug
2014,Lightning,10,C,37.86166667,-109.6230556,5,UT,505.5333333,10,Jul
1997,Debris Burning,7,B,32.48131642,-89.26919046,14,MS,1.016666667,15,Oct
2001,Debris Burning,0.1,A,42.17341,-113.81569,8,ID,2,19,May
2002,Debris Burning,0.1,A,37.35145188,-80.95945345,8,WV,0,19,Apr
1994,Lightning,0.2,A,45.44166667,-111.8416667,14,MT,7,16,Jul
2000,Lightning,5943,G,41.8796,-112.8375,7,UT,52.16666667,14,Jul
1992,Debris Burning,1.65,B,32.7149,-81.5244,8,GA,1.166666667,16,Feb
2002,Lightning,0.4,B,39.76861111,-78.20111111,14,PA,0,13,Apr
1998,Arson,0.5,B,38.31679227,-81.70522576,8,WV,0,14,Nov
2014,Miscellaneous,0.1,A,44.380653,-68.65762,14,ME,0.2,11,Jun
2013,Missing/Undefined,2,B,37.313483,-120.915133,14,CA,0.533333333,16,Sep
2009,Arson,1,B,43.19852165,-77.01166237,14,NY,0,12,May
1994,Miscellaneous,1.6,B,31.3269,-82.8578,8,GA,0.4,12,Feb
2011,Lightning,80,C,27.2556,-80.6744,8,FL,2.933333333,14,Apr
2013,Lightning,0.1,A,48.23666667,-119.9077778,5,WA,6.166666667,10,Sep
1994,Lightning,0.1,A,35.36166667,-111.445,5,AZ,6.1,14,Jul
1998,Lightning,1,B,34.55,-118.5433333,5,CA,1.333333333,16,Sep
1997,Campfire,0.1,A,35.29833333,-111.5216667,5,AZ,1,19,Jul
2012,Miscellaneous,0.1,A,40.86,-73.276,14,NY,0.7,21,Jan
2006,Debris Burning,16,C,34.263032,-87.959857,14,AL,2.7,14,Jan
1993,Debris Burning,0.25,A,33.4015,-84.6492,8,GA,0.95,15,Mar
2006,Miscellaneous,0.1,A,43.11392789,-77.51457238,14,NY,0,17,Aug
2013,Railroad,2,B,47.34027778,-114.9536111,13,MT,6.283333333,12,Jul
2013,Missing/Undefined,9.5,B,37.118,-119.932283,14,CA,0.566666667,18,Jul
1994,Debris Burning,2,B,42.9833,-108.7507,2,WY,2.2,15,Apr
2001,Debris Burning,0.1,A,39.6212799,-78.07096175,8,WV,0,16,May
2013,Lightning,0.1,A,33.48416667,-107.9466667,5,NM,28.33333333,7,Jul
1996,Equipment Use,0.2,A,39.2942099,-80.04604745,8,WV,0,12,Apr
2006,Lightning,0.1,A,36.7989,-113.6439,1,AZ,49.6,16,Jul
2004,Lightning,0.1,A,43.16450971,-77.74886284,14,NY,0,15,Jul
1993,Arson,10,C,33.3,-79.91666667,5,SC,2,16,Jan
1992,Lightning,0.1,A,37.85,-119.835,5,CA,1.75,18,Oct
1994,Debris Burning,30,C,34.6668,-95.1502,8,OK,4.5,11,Mar
1995,Arson,3,B,31.09591247,-89.5255516,14,MS,1.833333333,13,Sep
2009,Miscellaneous,1,B,40.797933,-120.742033,13,CA,108.8833333,22,Aug
2015,Lightning,0.1,A,38.3319,-114.4517,1,NV,1.216666667,19,Jun
2007,Miscellaneous,0.1,A,33.106755,-111.74669,2,AZ,0.516666667,10,May
1998,Arson,0.1,A,36.12748,-92.5501,3,AR,4.75,9,Dec
1992,Lightning,0.1,A,44.67694444,-107.1616667,5,WY,5.5,14,Aug
1995,Arson,250,D,33.96289634,-90.07208602,14,MS,4.5,17,Oct
1998,Debris Burning,2,B,32.16539148,-89.97169759,14,MS,0.916666667,16,Oct
2003,Miscellaneous,0.1,A,40.70204202,-73.85025697,14,NY,0,16,Nov
2013,Lightning,0.1,A,37.1425,-112.9578,3,UT,144.5,17,Jul
2008,Miscellaneous,0.2,A,40.10833333,-105.3430556,5,CO,3.2,22,May
1999,Arson,16,C,36.69722222,-91.27555556,5,MO,2.5,15,Apr
1994,Children,0.1,A,41.77666667,-123.0333333,13,CA,0.5,17,Jul
1992,Missing/Undefined,3,B,35.68960165,-94.71009811,14,OK,1.5,13,Apr
2012,Miscellaneous,0.1,A,42.032,-75.532,14,NY,0.233333333,14,Jun
2003,Lightning,0.1,A,40.775,-107.3413889,5,CO,17.7,16,Aug
2010,Lightning,0.8,B,29.0167,-81.1174,8,FL,0,14,May
2007,Lightning,0.1,A,39.9672,-108.3197,1,CO,28.41666667,16,Aug
2012,Lightning,0.1,A,34.30666667,-110.9202778,5,AZ,0.733333333,18,Jul
2011,Miscellaneous,45,C,34.34027778,-117.2077778,5,CA,6.583333333,10,Aug
2005,Arson,3,B,35.1816667,-88.5516667,8,TN,3.25,15,Mar
1994,Lightning,1.5,B,35.24166667,-108.1116667,5,NM,38.58333333,21,Jun
1996,Campfire,2,B,32.5848,-116.8347,1,CA,0,6,May
2015,Arson,0.01,A,39.15,-95.67,14,KS,0.233333333,19,Mar
2009,Smoking,0.1,A,43.03131462,-78.61393023,14,NY,96,22,Oct
2003,Lightning,0.2,A,38.26555556,-119.3180556,5,CA,3.533333333,16,Sep
1992,Debris Burning,0.09,A,34.7385,-84.4693,8,GA,1,14,Feb
1994,Missing/Undefined,0.3,B,48.38699,-114.1791,14,MT,1.75,12,Apr
2009,Lightning,0.1,A,43.22972222,-122.1883333,5,OR,23.53333333,17,Sep
2007,Lightning,0.75,B,30.10138889,-84.69027778,5,FL,55.5,10,Aug
2010,Missing/Undefined,0.5,B,36.125899,-118.822299,13,CA,0.166666667,12,Aug
2000,Equipment Use,0.2,A,45.3958,-101.2546,2,SD,0.5,12,Jun
2014,Missing/Undefined,0.25,A,37.056383,-120.926493,14,CA,0.3,14,Aug
2009,Miscellaneous,1.3,B,43.29279645,-77.90991809,14,NY,0,15,Apr
2006,Arson,13,C,34.992608,-87.255062,14,AL,0.866666667,18,Mar
1992,Arson,7,B,32.951641,-89.15247998,14,MS,1.166666667,14,Apr
2015,Lightning,0.1,A,39.8189,-108.2089,1,CO,6.716666667,10,Aug
2011,Equipment Use,1,B,40.44779587,-99.28833771,14,NE,1.05,12,Oct
2001,Arson,218,D,37.49101608,-81.5467245,8,WV,24,15,Apr
2015,Lightning,0.1,A,48.76388889,-116.9547222,5,ID,28.41666667,11,Jun
2014,Equipment Use,10,C,44.9458,-101.4663,8,SD,1.033333333,16,Sep
2002,Debris Burning,1.01,B,31.8246,-84.9815,8,GA,0,16,Apr
2003,Debris Burning,2,B,30.756203,-88.199982,14,AL,0.733333333,15,Jan
1998,Campfire,0.1,A,45.82333333,-113.43,5,MT,1,11,Oct
2015,Miscellaneous,1.5,B,43.0879,-78.9793,8,NY,1.133333333,17,Apr
1999,Lightning,0.2,A,63.0497,-142.6855,9,AK,3.666666667,15,Jul
2000,Miscellaneous,0.38,B,43.65645041,-73.80143813,14,NY,0,15,Sep
1995,Miscellaneous,0.84,B,34.1899,-84.3437,8,GA,8.166666667,13,Apr
2011,Missing/Undefined,1,B,36.21503333,-78.14098333,14,NC,0.416666667,13,Jan
2012,Lightning,12,C,35.49805556,-92.74722222,5,AR,4.25,12,Aug
2014,Arson,0.02,A,39.524893,-121.463013,14,CA,6.733333333,7,Aug
2008,Miscellaneous,0.1,A,43.01462357,-75.59385459,14,NY,0,9,Jan
1995,Lightning,0.1,A,46.73,-110.7566667,5,MT,2.25,19,Jun
1994,Fireworks,2,B,41.55,-109.1673,1,WY,3.5,16,Jul
2002,Equipment Use,0.5,B,33.3567,-112.2474,2,AZ,0.616666667,12,May
2006,Miscellaneous,7,B,41.66666667,-79.03111111,13,PA,2.833333333,14,Apr
1998,Miscellaneous,20,C,31.39545945,-90.24579868,14,MS,1.066666667,19,Jun
2010,Campfire,0.6,B,42.0677778,-123.713056,5,OR,765.8166667,18,Jul
1998,Debris Burning,1.5,B,46.4711,-84.32,2,MI,0,12,Apr
2012,Miscellaneous,3.75,B,31.11013541,-84.1921095,8,GA,2.25,15,Apr
2001,Smoking,0.2,A,38.40833333,-119.7958333,5,CA,4,11,Jul
2012,Debris Burning,4,B,41.044575,-87.960997,8,IL,0.516666667,14,Mar
2008,Lightning,0.1,A,43.86861111,-115.7863889,13,ID,5.033333333,9,Jul
2011,Missing/Undefined,0.1,A,34.597,-77.93033333,14,NC,0.333333333,13,Feb
2007,Debris Burning,1,B,32.051829,-87.785656,14,AL,0.683333333,14,Feb
1998,Lightning,0.1,A,36.255,-115.7716667,5,NV,14.23333333,16,Jul
2002,Debris Burning,2.05,B,32.7665,-81.8899,8,GA,0,12,Mar
1999,Debris Burning,12,C,34.93657,-119.47728,8,CA,3.5,13,Jun
2005,Miscellaneous,0.1,A,34.532,-114.2552,1,AZ,1.5,8,Dec
2013,Miscellaneous,0.1,A,41.77833333,-121.3027778,5,CA,21.33333333,16,Oct
1999,Campfire,13,C,37.20774,-91.32128,3,MO,5,13,Nov
2006,Lightning,0.1,A,36.9075,-107.0642,2,NM,42.41666667,18,Jul
2003,Campfire,0.1,A,43.5907,-111.5966,1,ID,0.666666667,9,Mar
2009,Lightning,0.1,A,40.62666667,-123.5697222,13,CA,191.65,10,Aug
2005,Miscellaneous,2,B,31.12228,-88.099505,14,AL,1.05,13,Nov
2009,Miscellaneous,0.1,A,40.61229867,-74.13623207,14,NY,0,15,Dec
2009,Debris Burning,110,D,37.18986,-82.6955,14,KY,24,19,Mar
2015,Debris Burning,0.36,B,35.629208,-81.826024,14,NC,0.6,14,Oct
2000,Lightning,0.1,A,40.247119,-122.886089,1,CA,0,22,Apr
1994,Debris Burning,0.1,A,33.3675,-112.2529,2,AZ,0.9,1,May
2012,Debris Burning,1,B,34.41157413,-85.30139766,8,GA,1.4,17,Feb
2007,Debris Burning,0.1,A,33.050185,-86.540563,14,AL,1.566666667,15,Jun
2001,Miscellaneous,0.88,B,42.61696651,-73.82710728,14,NY,0,12,Nov
1996,Lightning,1.5,B,33.6767,-110.074,2,AZ,8.383333333,14,Jul
2002,Debris Burning,25,C,37.27,-84.166,14,KY,0,15,Apr
2001,Campfire,16,C,38.32961252,-81.11032813,8,WV,0,15,Mar
2007,Arson,0.3,B,30.44361111,-88.42416667,8,MS,1.75,11,May
1994,Lightning,0.1,A,46.17166667,-115.4216667,5,ID,11.18333333,10,Aug
1993,Miscellaneous,14,C,26.2331,-81.05,8,FL,2,15,Dec
2009,Campfire,5.3,B,29.09861111,-81.69027778,5,FL,67.95,13,Mar
2014,Lightning,0.1,A,44.33305556,-121.7413889,5,OR,5.133333333,12,Aug
2001,Equipment Use,0.5,B,41.10494288,-74.06658911,14,NY,0,21,Oct
2014,Lightning,0.1,A,46.98657395,-115.8880909,8,ID,22.75,19,Aug
1994,Debris Burning,0.38,B,34.6696,-83.513,8,GA,0.666666667,10,Mar
1994,Lightning,0.1,A,46.10833333,-114.8283333,5,ID,26.33333333,12,Jul
2012,Campfire,0.25,A,48.753,-118.7826,8,WA,610,23,May
2003,Miscellaneous,0.2,A,39.3544,-95.8033,2,KS,0.75,17,Jan
2005,Miscellaneous,4,B,48.8756,-99.8915,9,ND,1.5,12,Apr
2000,Lightning,1,B,33.23916667,-109.1683333,5,AZ,30.5,10,Jun
2011,Debris Burning,8.02,B,31.0728001,-83.27765155,8,GA,1.066666667,13,Feb
1993,Lightning,15.4,C,31.0351,-81.6192,8,GA,3.916666667,12,Jul
2002,Fireworks,0.1,A,42.8149,-114.7212,7,ID,1.583333333,2,Oct
2013,Debris Burning,0.2,A,45.94112092,-93.40889064,8,MN,0.833333333,18,Sep
2004,Equipment Use,0.1,A,45.0247,-101.4463,2,SD,1,22,Mar
2008,Children,2.5,B,47.878,-95.0044,9,MN,1.083333333,17,Apr
2008,Lightning,3,B,34.38666667,-110.6838889,5,AZ,603,10,Jul
2014,Debris Burning,0.44,B,32.43521389,-82.49886667,7,GA,0.616666667,17,Mar
2012,Debris Burning,1,B,35.29225,-79.18245,8,NC,0.716666667,13,Nov
2015,Miscellaneous,0.1,A,42.8706,-73.9317,14,NY,0.116666667,14,Jul
1996,Powerline,274,D,48.2999,-118.2678,2,WA,245.7333333,15,Aug
2001,Debris Burning,0.1,A,37.26722222,-119.5022222,5,CA,3.5,1,May
2005,Arson,0.1,A,42.93134562,-74.41396028,14,NY,0,21,May
2006,Miscellaneous,3,B,33.3356,-110.4355,2,AZ,1.916666667,19,Feb
2014,Miscellaneous,1.73,B,43.1488,-77.2807,14,NY,3672.183333,23,Apr
1995,Arson,2,B,30.58523715,-89.70690623,14,MS,3.583333333,13,Jan
2004,Debris Burning,1.5,B,47.8744,-94.9836,2,MN,0.166666667,16,Apr
2010,Campfire,1,B,47.803,-95.02,2,MN,1,18,Apr
1993,Debris Burning,0.2,A,44.30398458,-89.53153131,14,WI,0.283333333,15,Apr
2001,Smoking,0.2,A,43.75222222,-85.80916667,13,MI,0.516666667,14,May
1998,Equipment Use,0.04,A,30.9494,-81.6798,14,GA,0.25,16,Sep
2005,Miscellaneous,0.1,A,33.8351,-109.9757,2,AZ,1.5,15,Oct
2010,Miscellaneous,0.2,A,37.5161111,-88.4894444,5,IL,2,18,Apr
2005,Miscellaneous,1,B,42.9810726,-78.7328054,14,NY,0,17,May
1998,Miscellaneous,2,B,30.58666667,-95.77,5,TX,0.833333333,17,Jun
1994,Lightning,0.1,A,46.78,-115.2966667,5,ID,33,11,Jul
2000,Lightning,0.1,A,37.45083333,-119.0805556,5,CA,1.25,10,Jun
1994,Campfire,0.1,A,40.775,-122.7683333,5,CA,1.666666667,23,Oct
1998,Lightning,0.5,B,38.985,-105.3333333,5,CO,2.5,17,Jun
2015,Miscellaneous,1.55,B,42.0869,-76.0056,14,NY,0.55,18,Nov
2007,Campfire,0.3,B,47.83083333,-115.5772222,13,MT,1.5,15,Jun
1992,Campfire,0.1,A,45.95833333,-121.755,5,WA,0.5,17,Jul
2004,Miscellaneous,0.1,A,34.26333333,-118.3913889,14,CA,0.583333333,16,Jul
1997,Railroad,0.06,A,30.933,-84.0155,8,GA,0.833333333,14,Sep
1992,Missing/Undefined,4,B,36.34260174,-94.90830243,14,OK,2.583333333,18,Mar
2002,Smoking,1.21,B,41.43113341,-74.67947836,14,NY,0,15,Apr
1992,Smoking,7,B,32.36641062,-88.93459177,14,MS,1.016666667,13,Oct
1994,Lightning,0.5,B,40.67166667,-111.105,5,UT,12,10,Sep
1992,Miscellaneous,2,B,45.9739744,-92.06155743,14,WI,0.916666667,11,Mar
2006,Miscellaneous,1,B,41.21444444,-123.6538889,5,CA,5.016666667,4,Jul
2011,Missing/Undefined,1,B,35.30083333,-78.34533333,14,NC,2.316666667,15,Jul
1997,Miscellaneous,0.06,A,33.5382,-83.1582,8,GA,0.666666667,15,May
2006,Miscellaneous,0.1,A,42.58701718,-73.48788231,14,NY,0,15,Jul
2000,Lightning,0.1,A,37.4997,-109.7671,1,UT,6.416666667,14,Jul
2006,Arson,1,B,47.92,-98.8806,2,ND,2.5,13,Sep
1994,Debris Burning,3,B,32.65857049,-89.44065038,14,MS,1.083333333,16,Feb
2015,Lightning,10,C,30.595,-81.6207,8,FL,25.26666667,12,Jul
1996,Lightning,0.5,B,42.83166667,-122.275,5,OR,23.66666667,16,Aug
2003,Lightning,0.1,A,48.13138889,-113.3877778,5,MT,25,15,Aug
2011,Miscellaneous,0.02,A,31.26644505,-82.22926817,14,GA,0.2,15,Apr
2003,Arson,1.67,B,42.43816796,-77.42445571,14,NY,0,12,Apr
2009,Debris Burning,2.01,B,43.18490532,-78.66390179,14,NY,0,14,Apr
2002,Lightning,0.1,A,37.4842,-108.8568,1,CO,51,12,Aug
2010,Arson,0.25,A,39.912242,-121.601475,13,CA,1.516666667,8,Aug
2012,Debris Burning,2,B,31.97538889,-94.05486111,14,TX,2.6,13,Mar
1992,Lightning,0.1,A,45.04166667,-117.075,5,OR,2.65,11,Aug
2010,Debris Burning,1,B,31.10885,-94.02815,13,TX,1.4,12,Jun
1995,Miscellaneous,1,B,47.85,-95.2336,2,MN,0.083333333,14,Apr
1996,Debris Burning,0.01,A,33.778,-82.5437,8,GA,0.533333333,12,Apr
2009,Lightning,0.1,A,34.3375,-117.8613889,5,CA,24.5,17,Jun
1994,Arson,0.4,B,38.93142216,-80.80256201,8,WV,0,13,Apr
2009,Smoking,0.1,A,43.28150008,-77.96596308,14,NY,0,15,Nov
2015,Campfire,0.1,A,43.65472222,-122.6802778,5,OR,0.366666667,14,Jul
2003,Campfire,0.1,A,42.0416,-110.0985,6,WY,0.583333333,15,Jul
2005,Arson,1,B,33.5634,-116.14,2,CA,2,12,May
2001,Smoking,0.8,B,42.74361111,-122.3733333,5,OR,1.65,12,Oct
2013,Equipment Use,1.1,B,43.2581,-116.08141,1,ID,0.333333333,15,Jun
2015,Lightning,0.1,A,42.3864,-120.6331,1,OR,2.9,17,Jul
1998,Lightning,0.1,A,31.001,-82.0384,8,GA,1.233333333,10,Jun
1994,Debris Burning,1.38,B,32.1841,-83.2057,8,GA,0.583333333,12,Dec
1992,Lightning,0.1,A,43.8999,-118.9677,1,OR,17.05,18,Jul
2007,Debris Burning,0.5,B,30.87805556,-82.93166667,8,GA,1,15,Mar
2015,Debris Burning,30,C,30.8029,-86.9847,8,FL,2.1,17,Mar
2015,Equipment Use,0.5,B,33.703655,-81.007118,8,SC,0.633333333,14,Nov
2000,Equipment Use,12.5,C,48.0864,-106.0492,2,MT,16.5,1,Sep
1992,Campfire,0.1,A,36.15166667,-115.7216667,5,NV,1.3,10,Aug
2009,Fireworks,0.1,A,44.346381,-90.755782,9,WI,0.5,15,Jul
2013,Arson,53,C,33.08455513,-89.36933229,14,MS,3.116666667,17,Aug
1994,Lightning,800,E,31.6334,-108.3506,1,NM,311,19,Jun
1996,Debris Burning,0.07,A,33.2123,-82.6031,8,GA,0.5,14,Feb
1996,Arson,2.05,B,34.4988,-85.3398,8,GA,3.916666667,16,Mar
2006,Lightning,0.1,A,35.4661,-113.6211,8,AZ,50,16,Jul
1992,Debris Burning,15.11,C,31.8408,-81.7333,8,GA,1.366666667,14,Mar
2002,Miscellaneous,2,B,47.42777778,-94.49805556,5,MN,5.833333333,13,Jun
2006,Arson,0.5,B,36.98722222,-92.14472222,5,MO,1.583333333,13,Feb
2005,Campfire,0.1,A,48.91833333,-115.1666667,5,MT,0.5,10,Aug
2011,Debris Burning,25,C,37.99797948,-82.48450834,8,WV,6.5,22,Apr
2011,Lightning,6174,G,29.92861111,-93.47416667,4,LA,285,17,Jul
1993,Arson,3,B,32.00598804,-88.74738385,14,MS,1.283333333,19,Sep
2012,Miscellaneous,3,B,30.3184,-83.768,8,FL,15.26666667,0,May
1997,Campfire,0.1,A,32.77,-116.6066667,13,CA,0.983333333,10,Oct
2010,Lightning,0.1,A,35.56686,-111.46692,3,AZ,1.666666667,17,Aug
2015,Debris Burning,3.5,B,48.273403,-109.733069,2,MT,3,13,Mar
2014,Debris Burning,1,B,35.30518333,-79.45703333,14,NC,0.35,18,May
2004,Equipment Use,4,B,47.8553,-102.581,2,ND,2.416666667,11,Sep
1995,Arson,4,B,33.2975,-86.11916667,5,AL,1.916666667,14,Feb
2001,Lightning,0.1,A,35.44833333,-111.4633333,5,AZ,0.166666667,20,Jul
1996,Equipment Use,10,C,37.23666667,-83.49666667,5,KY,4.366666667,12,May
1992,Debris Burning,22,C,32.7842,-83.7915,8,GA,1.416666667,15,Mar
2012,Miscellaneous,0.1,A,41.2384,-74.0179,14,NY,0.6,16,Aug
2014,Debris Burning,0.1,A,35.03647,-107.39031,2,NM,0.833333333,16,Mar
2001,Lightning,0.1,A,40.43083333,-105.2402778,5,CO,4.75,15,Aug
2012,Railroad,0.5,B,31.08219855,-83.40572945,14,GA,0.766666667,15,Jun
1992,Lightning,0.2,A,39.90333333,-121.2916667,5,CA,6.333333333,11,Oct
2014,Children,0.1,A,37.78424532,-81.81264286,8,WV,0.5,15,Feb
2013,Debris Burning,0.2,A,45.85036228,-94.47008263,8,MN,0.283333333,13,May
1994,Lightning,0.1,A,46.03,-114.065,5,MT,2.133333333,15,Aug
2015,Miscellaneous,1,B,39.407265,-121.502058,14,CA,0.55,9,Aug
1993,Missing/Undefined,3,B,36.42959954,-94.73010256,14,OK,1.333333333,13,Dec
1994,Arson,5,B,31.94464506,-89.5656801,14,MS,1.083333333,18,May
