objectid,fod_id,fpa_id,source_system_type,source_system,nwcg_reporting_agency,nwcg_reporting_unit_id,nwcg_reporting_unit_name,source_reporting_unit,source_reporting_unit_name,local_fire_report_id,local_incident_id,fire_code,fire_name,ics_209_incident_number,ics_209_name,mtbs_id,mtbs_fire_name,complex_name,fire_year,discovery_date,discovery_doy,discovery_time,stat_cause_descr,cont_date,cont_doy,cont_time,fire_size,fire_size_class,latitude,longitude,owner_code,owner_descr,state,county,fips_code,fips_name,year,month,doy,fire_size_log
1339062,1818078,SFO-NY-NY2401-2005-0606424,NONFED,ST-NASF,ST/C&L,USNYNYX,Fire Department of New York,NY2401,Fire Department of New York,NA,NY2401-2005-0606424,NA,NA,NA,NA,NA,NA,NA,2005,8687-10-29,265,1140,Miscellaneous,2453635.5,265,1140,0.1,A,40.88302537,-73.90351435,14,MISSING/NOT SPECIFIED,NY,BRONX,005,Bronx,8687,Oct,302,0.09531017980432487
1234030,1636318,SFO-AZ-070438,NONFED,ST-NASF,ST/C&L,USAZAZS,Arizona State Forestry Division - State Office,AZAZS,Arizona State Forestry Division - State Office,NA,AZ-070438,NA,LUCKY 3,NA,NA,NA,NA,NA,2007,8689-06-08,123,1045,Miscellaneous,2454223.5,123,1045,100,D,32.1956,-109.9242,14,MISSING/NOT SPECIFIED,AZ,NA,NA,NA,8689,Jun,159,4.61512051684126
1292119,1762881,SFO-NY-NY0218-2008-040071,NONFED,ST-NASF,ST/C&L,USNYNYX,Fire Department of New York,NY0218,Fire Department of New York,NA,NY0218-2008-040071,NA,NA,NA,NA,NA,NA,NA,2008,8690-05-26,110,1527,Miscellaneous,2454575.5,110,1527,1.1,B,42.43271402,-78.1088635,14,MISSING/NOT SPECIFIED,NY,ALLEGANY,003,Allegany,8690,May,146,0.7419373447293773
981474,1110249,TFS_FL_66568,NONFED,ST-FLFLS,ST/C&L,USFLFLS,Florida Forest Service,FLFLS11,FLS Withlacoochee Forestry Center,NA,0074,NA,NA,NA,NA,NA,NA,NA,1992,8674-03-01,24,NA,Miscellaneous,NA,NA,NA,5,B,28.72,-81.93,14,MISSING/NOT SPECIFIED,FL,Lake,069,Lake,8674,Mar,60,1.791759469228055
1466454,201107156,W-629733,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,NA,NA,NA,FIVEMILE,NA,NA,NA,NA,NA,2011,8693-11-13,281,2314,Miscellaneous,2455843.5,282,0503,0.1,A,34.7589,-114.5681,1,BLM,CA,San Bernardino,071,San Bernardino,8693,Nov,317,0.09531017980432487
1191343,1445252,SFO-2010-NY14151730,NONFED,ST-NASF,ST/C&L,USNYNYX,Fire Department of New York,NYNYX,Fire Department of New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,8693-01-04,333,NA,Miscellaneous,NA,NA,NA,0.1,A,41.63897758,-73.75813219,14,MISSING/NOT SPECIFIED,NY,DUTCHESS,027,Dutchess,8693,Jan,4,0.09531017980432487
363599,374415,FWS-2000CAGRRX981,FED,FWS-FMIS,FWS,USCAGRR,Grasslands Wildlife Management Area,CAGRR,Grasslands Wildlife Management Area,NA,NA,X981,VOLTA,NA,NA,NA,NA,NA,2000,8682-08-08,184,0830,Miscellaneous,2451727.5,184,0900,0.1,A,37.078284,-120.916878,6,OTHER FEDERAL,CA,NA,NA,NA,8682,Aug,220,0.09531017980432487
1065588,1278762,W-433165,FED,DOI-WFMI,BIA,USAZFYA,Fort Yuma Agency,AZFYA,Fort Yuma Agency,30,NA,NA,BRIDGE,NA,NA,NA,NA,NA,2004,8686-11-14,282,1636,Miscellaneous,2453290.5,286,1300,0.1,A,32.732,-114.6286,2,BIA,CA,NA,NA,NA,8686,Nov,318,0.09531017980432487
656420,709370,SFO-TX0484-171469,NONFED,ST-NASF,ST/C&L,USTXTXS,Texas A & M Forest Service,TXTXS,Texas Forest Service,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,8691-01-12,341,NA,Miscellaneous,NA,NA,NA,5,B,31.59494,-96.97524,14,MISSING/NOT SPECIFIED,TX,McLennan,309,McLennan,8691,Jan,12,1.791759469228055
1096802,1335647,CDF_1997_53_2211_385         ,NONFED,ST-CACDF,ST/C&L,USCALNU,Sonoma-Lake Napa Unit,CALNU,Sonoma-Lake Napa Unit,NA,385         ,NA,RANCHERIA                ,NA,NA,NA,NA,NA,1997,8679-12-11,308,NA,Miscellaneous,NA,NA,NA,0.1,A,39.06388888,-122.76888888,14,MISSING/NOT SPECIFIED,CA,NA,NA,NA,8679,Dec,345,0.09531017980432487
441304,475465,SFO-GA01150606-40-183-0020-03,NONFED,ST-NASF,ST/C&L,USGAGAS,Georgia Forestry Commission,GA Statesboro,"GAS Ogeechee District, Statesboro Office",NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,8688-04-18,72,NA,Miscellaneous,NA,NA,NA,0.2,A,31.67475986,-81.80830339,14,MISSING/NOT SPECIFIED,GA,Long,183,Long,8688,Apr,109,0.18232155679395465
517288,557397,SFO-NC01350606-4076,NONFED,ST-NASF,ST/C&L,USNCNCS,North Carolina Forest Service,NCNCS,North Carolina Division of Forest Resources,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,8688-04-19,73,NA,Miscellaneous,NA,NA,NA,0.5,B,36.28198998,-79.95871,14,MISSING/NOT SPECIFIED,NC,Rockingham,157,Rockingham,8688,Apr,110,0.4054651081081644
625049,674285,SFO-TX02240706-23550,NONFED,ST-NASF,ST/C&L,USTXTXS,Texas A & M Forest Service,TXTXS,Texas Forest Service,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,8688-03-11,34,NA,Miscellaneous,NA,NA,NA,1,B,30.14399,-97.23810001,14,MISSING/NOT SPECIFIED,TX,Bastrop,021,Bastrop,8688,Mar,71,0.6931471805599453
364800,375796,FWS-2001CAPLRW070,FED,FWS-FMIS,FWS,USCAPLR,Pixley National Wildlife Refuge,CAPLR,Pixley National Wildlife Refuge,NA,NA,W070,PACHECO,NA,NA,NA,NA,NA,2001,8683-09-17,223,0745,Miscellaneous,2452132.5,223,0800,0.1,A,35.899133,-119.366628,6,OTHER FEDERAL,CA,NA,NA,NA,8683,Sep,260,0.09531017980432487
982873,1111674,TFS_FL_68164,NONFED,ST-FLFLS,ST/C&L,USFLFLS,Florida Forest Service,FLFLS7,FLS Jacksonville District,NA,0185,NA,NA,NA,NA,NA,NA,NA,1996,8678-10-12,249,NA,Miscellaneous,NA,NA,NA,60,C,29.9339,-81.6619,14,MISSING/NOT SPECIFIED,FL,Clay,019,Clay,8678,Oct,285,4.110873864173311
1579963,201509047,W-646787,FED,DOI-WFMI,BIA,USSDCRA,Cheyenne River Agency,SDCRA,Cheyenne River Agency,218,NA,G9J4,COYOTE,NA,NA,NA,NA,NA,2012,8694-11-13,281,2028,Miscellaneous,2456207.5,281,2100,2.7,B,44.99529,-101.91816,8,PRIVATE,SD,NA,NA,NA,8694,Nov,317,1.308332819650179
1845640,300271416,SFO-2015WYWYS1609,NONFED,ST-NASF,ST/C&L,USWYWYS,Wyoming State Forestry,WYWYS,Wyoming State Forestry,NA,1609,NA,NA,NA,NA,NA,NA,NA,2015,8697-09-02,209,1725,Miscellaneous,2457231.5,209,1905,1,B,44.9818,-105.678,8,PRIVATE,WY,Campbell,005,Campbell,8697,Sep,245,0.6931471805599453
699204,777007,MSARCH_21091,NONFED,ST-MSMSS,ST/C&L,USMSMSS,Mississippi Forestry Commission,MSMSS,Mississippi Forestry Commission,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,8678-04-10,64,1300,Miscellaneous,2450146.5,64,1400,2,B,31.75106456,-91.1256686,14,MISSING/NOT SPECIFIED,MS,Jefferson,063,Jefferson,8678,Apr,100,1.0986122886681098
1604877,201625809,SFO-VA-2012-ALB12006,NONFED,ST-NASF,ST/C&L,USVAVAS,Virginia Department of Forestry,VAVAS,Virginia Department of Forestry,NA,ALB12006,NA,NA,NA,NA,NA,NA,NA,2012,8694-04-05,59,NA,Miscellaneous,NA,NA,NA,3,B,38.13277778,-78.33888889,14,MISSING/NOT SPECIFIED,VA,Albemarle,003,Albemarle,8694,Apr,95,1.3862943611198906
655545,708365,SFO-TX0484-167617,NONFED,ST-NASF,ST/C&L,USTXTXS,Texas A & M Forest Service,TXTXS,Texas Forest Service,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,8691-01-30,359,NA,Miscellaneous,NA,NA,NA,0.5,B,32.76942,-94.70169,14,MISSING/NOT SPECIFIED,TX,Harrison,203,Harrison,8691,Jan,30,0.4054651081081644
1290074,1760835,SFO-NY-NY4007-2009-0000289,NONFED,ST-NASF,ST/C&L,USNYNYX,Fire Department of New York,NY4007,Fire Department of New York,NA,NY4007-2009-0000289,NA,NA,NA,NA,NA,NA,NA,2009,8691-05-25,108,1507,Miscellaneous,2454939.5,108,1507,1.36,B,41.36948555,-73.7289376,14,MISSING/NOT SPECIFIED,NY,PUTNAM,079,Putnam,8691,May,145,0.8586616190375187
376479,389212,NFIRS-MO0500305-APR-0600007130,NONFED,FA-NFIRS,ST/C&L,USMOSFM,Missouri State Fire Marshal's Office,MO05003,Rock Community Fire Protection District,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,8688-05-11,95,NA,Miscellaneous,NA,NA,NA,0.1,A,38.41,-90.43,14,MISSING/NOT SPECIFIED,MO,NA,NA,NA,8688,May,132,0.09531017980432487
1461644,201100435,W-617984,FED,DOI-WFMI,BIA,USOKOMA,Okmulgee Field Office,OKOMA,Okmulgee Field Office,20,NA,F0R6,KILLER TACO,NA,NA,NA,NA,NA,2011,8693-03-27,50,1330,Miscellaneous,2455611.5,50,1540,12,C,35.3192,-96.4411,2,BIA,OK,NA,NA,NA,8693,Mar,86,2.5649493574615367
1298461,1769229,SFO-NY-NY5630-2008-81,NONFED,ST-NASF,ST/C&L,USNYNYX,Fire Department of New York,NY5630,Fire Department of New York,NA,NY5630-2008-81,NA,NA,NA,NA,NA,NA,NA,2008,8690-06-16,131,1505,Miscellaneous,2454596.5,131,1505,3.75,B,41.97361382,-74.22703997,14,MISSING/NOT SPECIFIED,NY,ULSTER,111,Ulster,8690,Jun,167,1.55814461804655
814396,921461,STATE_MS_61491,NONFED,ST-MSMSS,ST/C&L,USMSMSS,Mississippi Forestry Commission,MS Southeast,MSS Southeast District,NA,4-4203,NA,NA,NA,NA,NA,NA,NA,2005,8687-03-29,51,NA,Miscellaneous,NA,NA,NA,8,B,30.9167,-88.8122,14,MISSING/NOT SPECIFIED,MS,NA,NA,NA,8687,Mar,88,2.1972245773362196
294131,299686,W-347764,FED,DOI-WFMI,BIA,USNMMEA,Mescalero Agency,NMMEA,Mescalero Agency,79,NA,NA,TRICK,NA,NA,NA,NA,NA,2003,8685-08-09,185,1810,Miscellaneous,2452824.5,185,1945,1,B,33.0501,-105.7172,2,BIA,NM,NA,NA,NA,8685,Aug,221,0.6931471805599453
1283606,1752701,SFO-UT-40743-2009,NONFED,ST-NASF,ST/C&L,USUTUTS,Utah Division Forestry Fire State Lands,UTFFSL,"Utah Division of Forestry, Fire & State Lands",NA,40743-2009,NA,LA VERKIN ASSIST #2,NA,NA,NA,NA,NA,2009,8691-07-11,155,2135,Miscellaneous,2454990.5,159,2135,1.5,B,37.221104,-113.272494,12,MUNICIPAL/LOCAL,UT,WASHINGTON,053,Washington,8691,Jul,192,0.9162907318741551
1667482,201829421,SFO-2013NY0127NY0127-2013-13,NONFED,ST-NASF,ST/C&L,USNYNYX,Fire Department of New York,NY0127,Fire Department of New York,NA,NY0127-2013-13,NA,NA,NA,NA,NA,NA,NA,2013,8695-09-27,233,1422,Miscellaneous,2456525.5,233,1516,0.1,A,42.5528,-74.1751,14,MISSING/NOT SPECIFIED,NY,ALBANY,001,Albany,8695,Sep,270,0.09531017980432487
1104312,1344408,CDF_1995_54_2235_452         ,NONFED,ST-CACDF,ST/C&L,USCAAEU,Amador-El Dorado Unit,CAAEU,Amador-El Dorado Unit,NA,452         ,NA,BASS                     ,NA,NA,NA,NA,NA,1995,8677-10-12,249,NA,Miscellaneous,NA,NA,NA,30,C,38.66388888,-121.03,14,MISSING/NOT SPECIFIED,CA,NA,NA,NA,8677,Oct,285,3.4339872044851463
573525,618657,SFO-SC01050506-6FF0489,NONFED,ST-NASF,ST/C&L,USSCSCS,South Carolina Forestry Commission,SCSCS,South Carolina Forestry Commission,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,8688-03-11,34,NA,Miscellaneous,NA,NA,NA,5,B,34.56366999,-80.50447999,14,MISSING/NOT SPECIFIED,SC,Kershaw,055,Kershaw,8688,Mar,71,1.791759469228055
1104391,1344502,CDF_1997_54_2235_489         ,NONFED,ST-CACDF,ST/C&L,USCAAEU,Amador-El Dorado Unit,CAAEU,Amador-El Dorado Unit,NA,489         ,NA,CAMINITO                 ,NA,NA,NA,NA,NA,1997,8679-10-22,258,NA,Miscellaneous,NA,NA,NA,0.1,A,38.635,-120.93805555,14,MISSING/NOT SPECIFIED,CA,NA,NA,NA,8679,Oct,295,0.09531017980432487
1113204,1356244,CDF_1994_54_2216_397         ,NONFED,ST-CACDF,ST/C&L,USCALMU,Lassen-Modoc Unit,CALMU,Lassen-Modoc Unit,NA,397         ,NA,BIRTHDAY                 ,NA,NA,NA,NA,NA,1994,8676-11-19,287,NA,Miscellaneous,NA,NA,NA,0.1,A,40.3,-120.99388888,14,MISSING/NOT SPECIFIED,CA,NA,NA,NA,8676,Nov,324,0.09531017980432487
1653130,201811471,SFO-2013CACDFAEU004512,NONFED,ST-NASF,ST/C&L,USCAAEU,Amador-El Dorado Unit,CAAEU,Amador-El Dorado Unit,NA,AEU004512,NA,NA,NA,NA,NA,NA,NA,2013,8695-05-16,99,1722,Miscellaneous,NA,NA,NA,0.01,A,38.494897,-121.405045,14,MISSING/NOT SPECIFIED,CA,SACRAMENTO,067,Sacramento,8695,May,136,0.009950330853168083
267701,272764,W-513365,FED,DOI-WFMI,BIA,USSDRBA,Rosebud Agency,SDRBA,Rosebud Agency,294,NA,B9CT,LAGOON,NA,NA,NA,NA,NA,2005,8687-12-23,320,1023,Miscellaneous,2453690.5,320,1223,1.1,B,43.2469,-100.8528,2,BIA,SD,NA,NA,NA,8687,Dec,357,0.7419373447293773
844213,965718,SWRA_AL_38940,NONFED,ST-ALALS,ST/C&L,USALALS,Alabama Forestry Commission,ALALS2,AFC District 2,NA,87.294,NA,NA,NA,NA,NA,NA,NA,1999,8681-02-23,18,NA,Miscellaneous,NA,NA,NA,2.1,B,34.1764,-87.2944,14,MISSING/NOT SPECIFIED,AL,NA,NA,NA,8681,Feb,54,1.1314021114911006
205557,208297,W-415600,FED,DOI-WFMI,BIA,USAZPMA,Pima Agency,AZPMA,Pima Agency,143,NA,NA,NELSON,NA,NA,NA,NA,NA,1999,8681-08-08,184,2105,Miscellaneous,2451362.5,184,2132,0.1,A,33.1201,-111.869,2,BIA,AZ,NA,NA,NA,8681,Aug,220,0.09531017980432487
1214580,1471768,W-600848,FED,DOI-WFMI,BIA,USCOUMA,Ute Mountain Ute Agency,COUMA,Ute Mountain Ute Agency,1,NA,FB87,EARLY,NA,NA,NA,NA,NA,2010,8692-05-20,104,1942,Miscellaneous,2455301.5,105,1115,0.1,A,37.21247,-108.75466,2,BIA,CO,NA,NA,NA,8692,May,141,0.09531017980432487
1045746,1175620,TFS_NC_224670,NONFED,ST-NCNCS,ST/C&L,USNCNCS,North Carolina Forest Service,NCNCS302,NCS Region 3 District 2,NA,01-012,NA,GLEN ALPINE #1,NA,NA,NA,NA,NA,2001,8683-04-25,78,NA,Miscellaneous,NA,NA,NA,0.5,B,35.7167,-81.7833,14,MISSING/NOT SPECIFIED,NC,NA,NA,NA,8683,Apr,115,0.4054651081081644
881615,1004261,SWRA_GA_60127,NONFED,ST-GAGAS,ST/C&L,USGAGAS,Georgia Forestry Commission,GAGAS30,GAS Unit 30,NA,1.4949,NA,NA,NA,NA,NA,NA,NA,1999,8681-02-17,12,NA,Miscellaneous,NA,NA,NA,0.1,A,31.515,-81.495,14,MISSING/NOT SPECIFIED,GA,NA,NA,NA,8681,Feb,48,0.09531017980432487
1356400,1837348,SFO-TN-2007-2923,NONFED,ST-NASF,ST/C&L,USTNTNS,Tennessee Division of Forestry,TDA,Tennessee Department of Agriculture,NA,2923,NA,SAWDUST,NA,NA,NA,NA,NA,2007,8689-09-16,223,1004,Miscellaneous,2454323.5,223,1530,0.2,A,36.195933,-83.32957,8,PRIVATE,TN,HAMBLEN,063,Hamblen,8689,Sep,259,0.18232155679395465
1353001,1832848,SFO-NY-NYS-1999-369,NONFED,ST-NASF,ST/C&L,USNYNYS,New York Forest Rangers,NYNYS,New York Forest Rangers,NA,NYS-1999-369,NA,NA,NA,NA,NA,NA,NA,1999,8681-06-10,125,NA,Miscellaneous,NA,NA,NA,2,B,42.225768,-77.89892,14,MISSING/NOT SPECIFIED,NY,ALLEGANY,003,Allegany,8681,Jun,161,1.0986122886681098
1139782,1389407,CDF_1995_55_2225_1344        ,NONFED,ST-CACDF,ST/C&L,USCARRU,Riverside Unit,CARRU,CDF - Riverside Unit,NA,1344        ,NA,STATE                    ,NA,NA,NA,NA,NA,1995,8677-09-28,235,NA,Miscellaneous,NA,NA,NA,0.5,B,33.72194444,-116.91805555,14,MISSING/NOT SPECIFIED,CA,NA,NA,NA,8677,Sep,271,0.4054651081081644
1871938,300308293,SFO-2015CACDFRRU138397,NONFED,ST-NASF,ST/C&L,USCARRU,Riverside Unit,CARRU,CDF - Riverside Unit,NA,RRU138397,NA,RANCHERO RD  WOOD,NA,NA,NA,NA,NA,2015,8698-01-12,341,0855,Miscellaneous,NA,NA,NA,1,B,33.888324,-117.363843,14,MISSING/NOT SPECIFIED,CA,RIVERSIDE,065,Riverside,8698,Jan,12,0.6931471805599453
508310,546387,SFO-MN0349-928929,NONFED,ST-NASF,ST/C&L,USMNMNS,Minnesota Department of Natural Resources,MNMNS,Minnesota Department of Natural Resources,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,8684-08-07,183,NA,Miscellaneous,NA,NA,NA,0.1,A,46.34577221,-94.22630387,14,MISSING/NOT SPECIFIED,MN,Crow Wing,035,Crow Wing,8684,Aug,220,0.09531017980432487
203223,205955,W-412784,FED,DOI-WFMI,BIA,USAZPMA,Pima Agency,AZPMA,Pima Agency,809,NA,NA,NA,NA,NA,NA,NA,NA,1992,8674-09-12,219,2148,Miscellaneous,2448840.5,219,2225,0.1,A,33.0334,-111.634,2,BIA,AZ,NA,NA,NA,8674,Sep,255,0.09531017980432487
1347635,1827422,SFO-NY-NY4426-2001-0512001,NONFED,ST-NASF,ST/C&L,USNYNYX,Fire Department of New York,NY4426,Fire Department of New York,NA,NY4426-2001-0512001,NA,NA,NA,NA,NA,NA,NA,2001,8683-06-18,132,1228,Miscellaneous,2452041.5,132,1228,0.1,A,41.20559958,-74.01429332,14,MISSING/NOT SPECIFIED,NY,ROCKLAND,087,Rockland,8683,Jun,169,0.09531017980432487
1292690,1763453,SFO-NY-NY1025-2008-08024,NONFED,ST-NASF,ST/C&L,USNYNYX,Fire Department of New York,NY1025,Fire Department of New York,NA,NY1025-2008-08024,NA,NA,NA,NA,NA,NA,NA,2008,8690-05-23,107,1334,Miscellaneous,2454572.5,107,1334,1.15,B,44.86932592,-74.04415883,14,MISSING/NOT SPECIFIED,NY,FRANKLIN,033,Franklin,8690,May,143,0.7654678421395714
636201,686946,SFO-TX02240707-83774,NONFED,ST-NASF,ST/C&L,USTXTXS,Texas A & M Forest Service,TXTXS,Texas Forest Service,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,8689-03-04,27,NA,Miscellaneous,NA,NA,NA,10,C,33.75386002,-95.39505,14,MISSING/NOT SPECIFIED,TX,Lamar,277,Lamar,8689,Mar,63,2.3978952727983707
1774547,300122111,SFO-2014AR-ARSVAN617152,NONFED,ST-NASF,ST/C&L,USARARS,Arkansas Forestry Commission,ARARS,Arkansas Forestry Commission,NA,VAN617152,NA,VAN617152,NA,NA,NA,NA,NA,2014,8696-03-28,51,1448,Miscellaneous,2456708.5,51,1615,24,C,35.4716,-92.6553,8,PRIVATE,AR,VAN BUREN,141,Van Buren,8696,Mar,88,3.2188758248682006
765188,867068,WA_9019,NONFED,ST-WAWAS,ST/C&L,USWAWAS,Washington State Headquarters,WAWAS,Washington State Headquarters,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,8684-12-07,305,NA,Miscellaneous,NA,NA,NA,0.1,A,47.31229,-120.95904,7,STATE,WA,Kittitas County,037,Kittitas,8684,Dec,342,0.09531017980432487
887274,1012657,SWRA_LA_14896,NONFED,ST-LALAS,ST/C&L,USLALAS,Louisiana Office of Forestry,LALAS3,LAS District 3,NA,LA3-N7,NA,NA,NA,NA,NA,NA,NA,1998,8680-07-02,147,NA,Miscellaneous,NA,NA,NA,3,B,31.57,-92.3739,14,MISSING/NOT SPECIFIED,LA,NA,NA,NA,8680,Jul,184,1.3862943611198906
950249,1077893,SWRA_VA_8785,NONFED,ST-VAVAS,ST/C&L,USVAVAS,Virginia Department of Forestry,VAVAS2,Charlottesville District,NA,5174,NA,NA,NA,NA,NA,NA,NA,2001,8683-12-13,310,NA,Miscellaneous,NA,NA,NA,0.1,A,37.3383,-77.08,14,MISSING/NOT SPECIFIED,VA,NA,NA,NA,8683,Dec,347,0.09531017980432487
915400,1042624,SWRA_SC_56255,NONFED,ST-SCSCS,ST/C&L,USSCSCS,South Carolina Forestry Commission,SCSCS1,SCS Unit 1,NA,D523,NA,NA,NA,NA,NA,NA,NA,2000,8682-05-17,101,NA,Miscellaneous,NA,NA,NA,0.5,B,34.8217,-82.4653,14,MISSING/NOT SPECIFIED,SC,NA,NA,NA,8682,May,137,0.4054651081081644
143406,144811,FS-371451,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,0501,Angeles National Forest,178,NA,0000,COUNTY,NA,NA,NA,NA,NA,2001,8683-11-25,292,1350,Miscellaneous,2452201.5,292,1410,0.1,A,34.68805556,-118.79222222,5,USFS,CA,NA,NA,NA,8683,Nov,329,0.09531017980432487
794554,900745,SCHMIDT_55013886,NONFED,ST-WIWIS,ST/C&L,USWIWIS,Wisconsin Department of Natural Resources,WIWIS,Wisconsin Department of Natural Resources,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,8674-06-11,126,1552,Miscellaneous,2448747.5,126,1606,0.05,A,44.31643058,-89.87175419,14,MISSING/NOT SPECIFIED,WI,Wood,141,Wood,8674,Jun,162,0.04879016416943201
1256602,1659841,SFO-GA-FY2002-Madison-004,NONFED,ST-NASF,ST/C&L,USGAGAS,Georgia Forestry Commission,GAGAS,Georgia Forestry Commission,NA,FY2002-Madison-004,NA,FY2002-MADISON-004,NA,NA,NA,NA,NA,2001,8683-11-25,292,1405,Miscellaneous,2452201.5,292,1405,0.63,B,34.0524,-83.0193,8,PRIVATE,GA,Madison,195,Madison,8683,Nov,329,0.48858001481867097
1617479,201652124,SFO-NC-2012-NCST-014-20120090,NONFED,ST-NASF,ST/C&L,USNCNCS,North Carolina Forest Service,NCNCS,North Carolina State Division of Forest Resouces,NA,NCST-014-20120090,NA,TRACKHOE,NA,NA,NA,NA,NA,2012,8695-01-01,330,1201,Miscellaneous,2456256.5,330,1233,0.1,A,35.85963333,-81.36625,8,PRIVATE,NC,Caldwell,027,Caldwell,8695,Jan,1,0.09531017980432487
69248,69989,FS-294644,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,0501,Angeles National Forest,18,NA,NA,EXIT,NA,NA,NA,NA,NA,1994,8676-04-02,56,1845,Miscellaneous,2449408.5,56,1915,0.1,A,34.565,-118.68166667,13,STATE OR PRIVATE,CA,NA,NA,NA,8676,Apr,93,0.09531017980432487
1373094,15043909,CTS-61-2007-009,NONFED,ST-CTCTS,ST/C&L,USCTCTS,Connecticut Division of Forestry,CTCTS,Connecticut Division of Forestry,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,8689-06-26,141,1711,Miscellaneous,NA,NA,NA,0.5,B,41.4773213,-72.5120333,14,MISSING/NOT SPECIFIED,CT,Middlesex,007,Middlesex,8689,Jun,177,0.4054651081081644
1645378,201773665,W-662667,FED,DOI-WFMI,BIA,USIDNIA,Northern Idaho Agency,IDNIA,Northern Idaho Agency,10,NA,HEZ6,LARSON ROAD,NA,NA,NA,NA,NA,2013,8695-05-24,107,1600,Miscellaneous,2456399.5,107,1730,27,C,47.4042,-116.85,2,BIA,ID,NA,NA,NA,8695,May,144,3.332204510175204
1412429,19108473,SFO-GA-EFF-75-4/16/1997-1530,NONFED,ST-GAGAS,ST/C&L,USGAGAS,Georgia Forestry Commission,GAGAS,Georgia Forestry Commission,NA,75,NA,NA,NA,NA,NA,NA,NA,1997,8679-05-23,106,1530,Miscellaneous,2450554.5,106,1608,0.15,A,32.2863,-81.1843,14,MISSING/NOT SPECIFIED,GA,Effingham           ,103,Effingham,8679,May,143,0.13976194237515868
902274,1029010,SWRA_OK_8289,NONFED,ST-OKOKS,ST/C&L,USOKOKS,Oklahoma Division of Forestry,OKOKS2,OKS Unit 2,NA,427,NA,NA,NA,NA,NA,NA,NA,1999,8681-09-03,210,NA,Miscellaneous,NA,NA,NA,5,B,36.1833,-95.0203,14,MISSING/NOT SPECIFIED,OK,NA,NA,NA,8681,Sep,246,1.791759469228055
401858,435619,SFO-FL0348-2008-05-0126,NONFED,ST-NASF,ST/C&L,USFLFLS,Florida Forest Service,FLFLS,Florida Forest Service,NA,05-0126,NA,NA,NA,NA,NA,NA,NA,2008,8690-05-11,95,NA,Miscellaneous,NA,NA,NA,6,B,29.97194,-83.65723,14,MISSING/NOT SPECIFIED,FL,Taylor,123,Taylor,8690,May,131,1.9459101490553132
983828,1112638,TFS_FL_69249,NONFED,ST-FLFLS,ST/C&L,USFLFLS,Florida Forest Service,FLFLS6,FLS Suwannee Forestry Center,NA,0325,NA,NA,NA,NA,NA,NA,NA,1999,8681-05-30,114,NA,Miscellaneous,NA,NA,NA,0.5,B,30.26,-82.26,14,MISSING/NOT SPECIFIED,FL,Baker,003,Baker,8681,May,150,0.4054651081081644
1486498,201156602,2011GAGAS-FY2012-Bacon-018,NONFED,ST-NASF,ST/C&L,USGAGAS,Georgia Forestry Commission,GAGAS,Georgia Forestry Commission,NA,FY2012-Bacon-018,NA,FY2012-BACON-018,NA,NA,NA,NA,NA,2011,8693-11-21,289,1234,Miscellaneous,2455850.5,289,1502,60.3,C,31.62664039,-82.47721148,8,PRIVATE,GA,Bacon               ,005,Bacon,8693,Nov,325,4.115779842942166
1046395,1176331,TFS_NC_225382,NONFED,ST-NCNCS,ST/C&L,USNCNCS,North Carolina Forest Service,NCNCS309,NCS Region 3 District 9,NA,01-088,NA,POPLAR LANE,NA,NA,NA,NA,NA,2001,8683-06-09,123,NA,Miscellaneous,NA,NA,NA,0.2,A,35.2333,-82.6667,14,MISSING/NOT SPECIFIED,NC,NA,NA,NA,8683,Jun,160,0.18232155679395465
409722,443575,SFO-FL0451-2009-10-0320,NONFED,ST-NASF,ST/C&L,USFLFLS,Florida Forest Service,FLFLS,Florida Forest Service,NA,10-0320,NA,NA,NA,NA,NA,NA,NA,2009,8691-06-18,132,NA,Miscellaneous,NA,NA,NA,0.1,A,29.55,-81.16306,14,MISSING/NOT SPECIFIED,FL,Flagler,035,Flagler,8691,Jun,169,0.09531017980432487
903026,1029909,SWRA_OK_9188,NONFED,ST-OKOKS,ST/C&L,USOKOKS,Oklahoma Division of Forestry,OKOKS4,OKS Unit 4,NA,343,NA,NA,NA,NA,NA,NA,NA,1999,8681-10-06,243,NA,Miscellaneous,NA,NA,NA,5,B,34.0917,-95.0606,14,MISSING/NOT SPECIFIED,OK,NA,NA,NA,8681,Oct,279,1.791759469228055
